cell_id,cell_signal_total,cell_volume_um3,lysosome_core_signal,lysosome_core_volume_um3,puncta_core_fraction,lysosome_associated_signal,lysosome_associated_volume_um3,puncta_associated_fraction,membrane_residual_magenta_signal,membrane_residual_volume_um3,membrane_residual_mean_magenta,membrane_residual_fraction,HA_signal_0_0p2_um_from_puncta,volume_0_0p2_um_from_puncta,mean_HA_0_0p2_um_from_puncta,HA_signal_0p2_0p5_um_from_puncta,volume_0p2_0p5_um_from_puncta,mean_HA_0p2_0p5_um_from_puncta,HA_signal_0p5_1_um_from_puncta,volume_0p5_1_um_from_puncta,mean_HA_0p5_1_um_from_puncta,HA_signal_1_2_um_from_puncta,volume_1_2_um_from_puncta,mean_HA_1_2_um_from_puncta,HA_signal_2_plus_um_from_puncta,volume_2_plus_um_from_puncta,mean_HA_2_plus_um_from_puncta
1,16864094.0,42.33403752125889,1318803.0,0.27470679275032805,0.07820182928297245,9498773.0,5.507656099839911,0.5632542726576358,7365318.0,36.82638142141898,200001.13276717922,0.43674554944961763,5138394.0,1.6918742739186872,933.2353795859062,5736368.0,6.17076265325737,285.64724629021015,5125251.0,13.090055225015634,120.31105633802817,845994.0,13.381969602099316,19.42580941446613,18084.0,7.999375766967887,0.6946567817769754
