id,z_um,y_um,x_um,radius_um,diameter_um,volume_um3,peak_gray,slice,location_ch2,cell_id_ch2,cell_id_ch2_viz,lys_id_in_cell,lysosome_signal_individual,cell_signal_total,lysosome_core_signal,cell_volume_um3,lysosome_core_volume_um3,cell_id_serial,lys_id_serial
22,5.44,8.120352,14.795197,0.17265769839286804,0.3453153967857361,0.021559885551082077,1973,32,cell,4,4,2,80853.0,26634064.0,2539147.0,21.0215224895251,0.39915450087547666,4,2
23,3.4,22.362854,4.464068,0.25122275948524475,0.5024455189704895,0.06641490478493514,2140,20,cell,2,2,5,400701.0,15179480.0,3709274.0,13.536223304516163,0.6867669818758201,2,5
24,10.88,29.675423,16.580824,0.17273925244808197,0.34547850489616394,0.021590451116939337,2086,64,cell,0,0,0,81013.0,0.0,0.0,0.0,0.0,0,0
25,2.38,15.092801,28.910152,0.26678934693336487,0.5335786938667297,0.07954155209380806,2116,14,cell,1,1,4,428609.0,99397.0,1002025.0,0.08849614800010568,0.302054560708694,1,4
26,4.59,21.470041,29.887997,0.29781222343444824,0.5956244468688965,0.1106410188391933,2395,27,cell,6,6,3,645946.0,5762171.0,2954541.0,3.349640657462333,0.5715376225006825,6,3
27,4.93,21.342495,29.335302,0.30331936478614807,0.6066387295722961,0.11689313942677658,2284,29,cell,6,6,4,648862.0,5762171.0,2954541.0,3.349640657462333,0.5715376225006825,6,4
28,5.27,24.063452,13.732323,0.20260004699230194,0.4052000939846039,0.034834311776480165,1642,31,cell,5,5,5,150271.0,23521564.0,2080845.0,23.735404361528342,0.2725558447086588,5,5
29,4.25,20.832315,30.61075,0.22434943914413452,0.44869887828826904,0.04730026499196769,1712,25,cell,6,6,2,225693.0,5762171.0,2954541.0,3.349640657462333,0.5715376225006825,6,2
30,3.23,18.153875,29.717937,0.2631344795227051,0.5262689590454102,0.07631710482738685,1708,19,cell,1,1,7,339821.0,99397.0,1002025.0,0.08849614800010568,0.302054560708694,1,7
31,5.27,20.322138,29.547878,0.27378594875335693,0.5475718975067139,0.0859650808185813,1674,31,cell,6,6,5,412638.0,5762171.0,2954541.0,3.349640657462333,0.5715376225006825,6,5
32,4.93,24.531115,6.717359,0.19417497515678406,0.3883499503135681,0.03066679457900703,1521,29,cell,2,2,9,114350.0,15179480.0,3709274.0,13.536223304516163,0.6867669818758201,2,9
33,0.85,18.153875,30.398176,0.214119091629982,0.428238183259964,0.0411201590819121,1490,5,cell,1,1,2,156942.0,99397.0,1002025.0,0.08849614800010568,0.302054560708694,1,2
34,5.1,10.4586735,15.007771,0.25000280141830444,0.5000056028366089,0.06545204720323371,1491,30,cell,4,4,1,265085.0,26634064.0,2539147.0,21.0215224895251,0.39915450087547666,4,1
35,3.06,24.276026,4.8041873,0.17245490849018097,0.34490981698036194,0.02148400719766374,1368,18,cell,2,2,3,55314.0,15179480.0,3709274.0,13.536223304516163,0.6867669818758201,2,3
36,6.63,21.597586,30.355661,0.394,0.788,0.25619890827470676,1862,39,cell,6,6,8,1196419.0,5762171.0,2954541.0,3.349640657462333,0.5715376225006825,6,8
37,7.9900002,20.959862,9.693404,0.18509231507778168,0.37018463015556335,0.026561571836686892,1310,47,cell,7,7,2,81121.0,22279852.0,2857203.0,16.935643045228556,0.3395425122920721,7,2
38,4.08,21.427525,29.547878,0.2558113932609558,0.5116227865219116,0.0701210254360186,2030,24,cell,6,6,1,390698.0,5762171.0,2954541.0,3.349640657462333,0.5715376225006825,6,1
39,10.37,31.163445,18.834114,0.1639307588338852,0.3278615176677704,0.018453126417517795,1210,61,cell,0,0,0,41339.0,0.0,0.0,0.0,0.0,0,0
40,9.01,23.468243,8.5880165,0.2155923694372177,0.4311847388744354,0.04197481262136454,1436,53,cell,7,7,6,154525.0,22279852.0,2857203.0,16.935643045228556,0.3395425122920721,7,6
41,3.23,23.170637,6.5472994,0.3048558831214905,0.609711766242981,0.11867858257274906,1490,19,cell,2,2,4,436722.0,15179480.0,3709274.0,13.536223304516163,0.6867669818758201,2,4
42,4.59,23.510757,13.944898,0.2050916999578476,0.4101833999156952,0.03613539978434019,1281,27,cell,5,5,3,114720.0,23521564.0,2080845.0,23.735404361528342,0.2725558447086588,5,3
43,5.61,19.556868,31.46105,0.2040574848651886,0.4081149697303772,0.03559149228180297,1159,33,cell,6,6,6,103898.0,5762171.0,2954541.0,3.349640657462333,0.5715376225006825,6,6
44,11.39,25.211355,16.750883,0.1692548245191574,0.3385096490383148,0.020310086820401415,1093,67,cell,0,0,0,37008.0,0.0,0.0,0.0,0.0,0,0
45,6.29,18.153875,17.643696,0.2161102592945099,0.4322205185890198,0.04227803194381572,1008,37,cell,0,0,0,101386.0,0.0,0.0,0.0,0.0,0,0
46,4.08,21.89519,5.5269413,0.15040068328380585,0.3008013665676117,0.014250760364229165,1115,24,cell,2,2,6,34708.0,15179480.0,3709274.0,13.536223304516163,0.6867669818758201,2,6
47,3.74,16.623339,4.0389185,0.3491336703300476,0.6982673406600952,0.17826406738314138,1167,22,cell,3,3,7,399214.0,47073376.0,10963366.0,15.771365598102166,1.2770485801681917,3,7
48,2.72,16.198189,2.1257465,0.3408823609352112,0.6817647218704224,0.16592132095437834,1321,16,cell,3,3,4,454697.0,47073376.0,10963366.0,15.771365598102166,1.2770485801681917,3,4
49,4.08,18.153875,29.080214,0.24090038239955902,0.48180076479911804,0.05856000126952367,1186,24,cell,1,1,8,184421.0,99397.0,1002025.0,0.08849614800010568,0.302054560708694,1,8
50,2.72,15.135316,27.677221,0.20078444480895996,0.4015688896179199,0.033906175180528034,975,16,cell,1,1,5,87559.0,99397.0,1002025.0,0.08849614800010568,0.302054560708694,1,5
51,4.25,15.135316,3.2736497,0.17680968344211578,0.35361936688423157,0.023152972134907055,1098,25,cell,3,3,10,61673.0,47073376.0,10963366.0,15.771365598102166,1.2770485801681917,3,10
52,5.27,14.582622,17.516151,0.16980579495429993,0.33961158990859985,0.02050907773708331,841,31,cell,0,0,0,28582.0,0.0,0.0,0.0,0.0,0,0
53,5.9500003,20.662256,13.5622635,0.16190408170223236,0.3238081634044647,0.01777714449665849,902,35,cell,5,5,7,33740.0,23521564.0,2080845.0,23.735404361528342,0.2725558447086588,5,7
54,11.39,20.237108,29.250273,0.17466987669467926,0.3493397533893585,0.022322490679214546,717,67,cell,0,0,0,27404.0,0.0,0.0,0.0,0.0,0,0
55,5.61,8.8005905,17.941301,0.23263849318027496,0.4652769863605499,0.05273917574614537,823,33,cell,4,4,4,127127.0,26634064.0,2539147.0,21.0215224895251,0.39915450087547666,4,4
56,9.35,20.237108,23.765846,0.17278912663459778,0.34557825326919556,0.021609157643136048,793,55,cell,0,0,0,30819.0,0.0,0.0,0.0,0.0,0,0
57,3.91,21.55507,10.798793,0.1657988429069519,0.3315976858139038,0.01909119419483082,826,23,cell,5,5,1,30204.0,23521564.0,2080845.0,23.735404361528342,0.2725558447086588,5,1
58,4.25,22.490398,4.974247,0.2548229992389679,0.5096459984779358,0.06931136922897146,1116,25,cell,2,2,7,192566.0,15179480.0,3709274.0,13.536223304516163,0.6867669818758201,2,7
59,10.54,31.588594,14.837711,0.17505358159542084,0.3501071631908417,0.022469924432503768,695,62,cell,0,0,0,27338.0,0.0,0.0,0.0,0.0,0,0
60,3.74,15.858069,2.0407166,0.392,0.784,0.252317173147092,1560,22,cell,3,3,6,884062.0,47073376.0,10963366.0,15.771365598102166,1.2770485801681917,3,6
61,0.68,18.28142,29.973026,0.389640212059021,0.779280424118042,0.24778780149779767,967,4,cell,1,1,1,461325.0,99397.0,1002025.0,0.08849614800010568,0.302054560708694,1,1
62,9.18,30.185602,23.170637,0.1595585197210312,0.3191170394420624,0.017015652394805774,678,54,cell,0,0,0,22456.0,0.0,0.0,0.0,0.0,0,0
63,6.12,8.162867,16.453278,0.3046124577522278,0.6092249155044556,0.11839451737127998,829,36,cell,4,4,8,252167.0,26634064.0,2539147.0,21.0215224895251,0.39915450087547666,4,8
64,2.72,18.53651,28.485004,0.3024526834487915,0.604905366897583,0.11589399545150017,828,16,cell,1,1,6,202050.0,99397.0,1002025.0,0.08849614800010568,0.302054560708694,1,6
65,5.9500003,8.120352,16.240704,0.29638099670410156,0.5927619934082031,0.1090535159090855,836,35,cell,4,4,5,250648.0,26634064.0,2539147.0,21.0215224895251,0.39915450087547666,4,5
